Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.35859375,0.0896484375,0.13197239792984475,0.25,0.25,0.75,0.75,0.939387880141262
