Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.8984375,0.94012630173901,0.900840585089868,0.8718927376867001,0.04296796928913241,0.9570320307108676,0.12810726231330002,0.9861755310209616
