Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.6625,0.5498644986449864,0.38512109020186636,0.391021427033631,0.15481636235645788,0.8451836376435422,0.6089785729663688,0.8872676061215354
