Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.52265625,0.5512290380737713,0.5496091925350398,0.6964666895703739,0.1634016923862628,0.8365983076137372,0.30353331042962595,0.8343858734234887
