Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.4328125,0.4492198856022239,0.4476801340974569,0.6156184364615513,0.19026405581080785,0.8097359441891923,0.38438156353844855,0.7693070574413791
