Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.7546875,0.8047840960472145,0.7678585618004271,0.7581827350638819,0.09476352039871543,0.9052364796012845,0.24181726493611816,0.9412975896743476
