Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.45234375,0.37313266932415035,0.3749416192498576,0.5200251145624905,0.195141480506656,0.804858519493344,0.47997488543750955,0.71390580815618
