Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.96953125,0.9816026424015543,0.9583306279302675,0.9383347266555201,0.014443803441996072,0.9855561965580039,0.06166527334447991,0.9985512806417138
