Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.03671875,0.2192331108260312,0.029806851648703142,0.26261829652996843,0.24462273155569694,0.7553772684443031,0.7373817034700315,0.5642245968741052
