Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.9671875,0.9797936407313492,0.9648377522338191,0.9512922074331083,0.014026634437350811,0.9859733655626493,0.04870779256689185,0.9974999559447176
