Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.9125,0.9373215074635328,0.9015262788213607,0.8748064732621992,0.03570460166932471,0.9642953983306752,0.12519352673780082,0.9811572493634353
