Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.98203125,0.9894093123712894,0.9649023841883547,0.9435643598973185,0.007993536538918407,0.9920064634610816,0.05643564010268149,0.9981493505292018
