Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.98359375,0.9903119172170494,0.9674982503919269,0.947530503247036,0.007302032935746258,0.9926979670642538,0.05246949675296394,0.9971910068567866
