Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.9734375,0.982864407899082,0.9596371543683027,0.9401288637219819,0.010518208180765735,0.9894817918192342,0.05987113627801808,0.998573369300187
