Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.95703125,0.9673160227022927,0.9503046884858753,0.9349797790471515,0.018587959883189988,0.9814120401168099,0.06502022095284857,0.9920404579467854
