Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.92734375,0.9067685161822142,0.9239275814377612,0.9432378242341043,0.028762334016577074,0.971237665983423,0.05676217576589566,0.9875172533243757
