Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.9703125,0.9793024903544572,0.9482139056812844,0.9231948406242404,0.012238406755985726,0.9877615932440142,0.0768051593757597,0.9974788137487535
