Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.65390625,0.516227136522355,0.4834218580511258,0.4909750522206128,0.13247369764719796,0.867526302352802,0.5090249477793872,0.8869349184431978
