Accuracy,Precision,F1-Score,Avg TPR (Sensitivity),Avg FPR,Avg TNR (Specificity),Avg FNR,AUC
0.96796875,0.9809673578214387,0.945576713311949,0.9172512286568375,0.013969598352835589,0.9860304016471644,0.08274877134316258,0.9960497346739847
